project_id,defect_type,severity,location,element_type,detected_by,confidence,status
SA-R00196,Honeycombing,High,Floor 4 - Zone C,Beam,AI,84,Verified
SA-R00196,Honeycombing,Medium,Floor 5 - Zone A,Wall,AI,81,InProgress
SA-R00198,Crack,Medium,Floor 9 - East Wing,Wall,Inspector,85,Verified
SA-R00198,Settlement Crack,Critical,Floor 18 - West Wing,Wall,AI,82,Verified
SA-R00199,Settlement Crack,Critical,Floor 5 - Core Area,Foundation,Inspector,81,Resolved
SA-R00200,Settlement Crack,Critical,Floor 1 - East Wing,Foundation,AI,85,InProgress
SA-R00200,Settlement Crack,Critical,Floor 1 - Core Area,Wall,Inspector,98,InProgress
SA-R00201,Corrosion,High,Floor 3 - East Wing,Column,AI,89,Open
SA-R00201,Efflorescence,Critical,Floor 3 - Zone A,Wall,Inspector,76,Open
SA-R00201,Crack,Medium,Floor 1 - Core Area,Wall,AI,98,Verified
SA-R00203,Settlement Crack,Critical,Floor 2 - Core Area,Wall,Inspector,92,InProgress
SA-R00203,Crack,Medium,Floor 1 - West Wing,Wall,Inspector,85,Resolved
SA-R00205,Crack,High,Floor 1 - Zone C,Column,AI,86,InProgress
SA-R00205,Settlement Crack,High,Floor 1 - Zone B,Foundation,AI,97,Resolved
SA-R00208,Honeycombing,High,Floor 1 - East Wing,Column,AI,84,Verified
SA-R00209,Settlement Crack,High,Floor 1 - Zone C,Foundation,AI,82,Verified
SA-R00209,Efflorescence,High,Floor 2 - Zone A,Slab,AI,79,Open
SA-R00211,Efflorescence,Critical,Floor 3 - West Wing,Slab,Inspector,90,Resolved
SA-R00211,Honeycombing,Medium,Floor 3 - West Wing,Beam,Inspector,98,Open
SA-R00211,Settlement Crack,Critical,Floor 2 - Zone A,Foundation,Inspector,89,Verified
SA-R00212,Efflorescence,High,Floor 3 - Zone A,Slab,Inspector,86,Open
SA-R00214,Efflorescence,Low,Floor 2 - West Wing,Slab,AI,89,Open
SA-R00214,Efflorescence,Low,Floor 8 - Core Area,Slab,Inspector,90,Open
SA-R00215,Spalling,High,Floor 5 - West Wing,Slab,Inspector,89,Verified
SA-R00215,Spalling,High,Floor 9 - Core Area,Beam,Inspector,82,Resolved
SA-R00216,Corrosion,Critical,Floor 1 - Core Area,Column,AI,95,Open
SA-R00216,Spalling,High,Floor 1 - West Wing,Beam,AI,77,Verified
SA-R00217,Crack,High,Floor 1 - Zone C,Wall,Inspector,93,Verified
SA-R00217,Settlement Crack,Critical,Floor 3 - Zone B,Foundation,Inspector,99,Resolved
SA-R00219,Spalling,High,Floor 2 - East Wing,Beam,AI,92,Open
SA-R00222,Corrosion,High,Floor 1 - Zone B,Beam,Inspector,86,Verified
SA-R00222,Crack,Medium,Floor 3 - Zone A,Wall,AI,75,Resolved
SA-R00222,Spalling,High,Floor 2 - Core Area,Beam,Inspector,96,Open
SA-R00224,Corrosion,High,Floor 5 - Zone B,Beam,Inspector,76,InProgress
SA-R00224,Corrosion,High,Floor 5 - Zone A,Column,AI,77,InProgress
SA-R00225,Crack,Medium,Floor 1 - Zone B,Wall,Inspector,97,InProgress
SA-R00225,Settlement Crack,Critical,Floor 3 - Zone C,Foundation,AI,97,Verified
SA-R00225,Spalling,High,Floor 5 - Core Area,Column,Inspector,76,Open
SA-R00226,Spalling,High,Floor 2 - Zone C,Slab,AI,76,Verified
SA-R00226,Honeycombing,Medium,Floor 2 - Zone C,Beam,AI,78,Verified
SA-R00226,Spalling,High,Floor 2 - Zone A,Column,Inspector,80,InProgress
SA-R00227,Crack,Medium,Floor 1 - Core Area,Column,Inspector,96,Resolved
SA-R00227,Crack,Medium,Floor 1 - Zone B,Wall,Inspector,76,Resolved
SA-R00228,Corrosion,Critical,Floor 6 - West Wing,Column,Inspector,80,Verified
SA-R00228,Spalling,Critical,Floor 8 - West Wing,Column,AI,85,Open
SA-R00228,Spalling,High,Floor 1 - West Wing,Slab,AI,96,Resolved
SA-R00229,Corrosion,High,Floor 2 - East Wing,Beam,Inspector,87,InProgress
SA-R00230,Settlement Crack,High,Floor 1 - Zone B,Foundation,Inspector,87,InProgress
SA-R00230,Crack,Medium,Floor 1 - Core Area,Column,Inspector,96,Verified
SA-R00231,Corrosion,High,Floor 2 - Core Area,Foundation,Inspector,86,Verified
SA-R00231,Corrosion,High,Floor 2 - Zone A,Beam,Inspector,96,Open
SA-R00231,Settlement Crack,Critical,Floor 1 - Core Area,Wall,AI,82,InProgress
SA-R00232,Honeycombing,Medium,Floor 2 - East Wing,Wall,AI,92,Verified
SA-R00232,Honeycombing,Medium,Floor 4 - Zone C,Beam,Inspector,80,Open
SA-R00233,Crack,Medium,Floor 8 - Zone C,Wall,AI,98,Verified
SA-R00233,Crack,Medium,Floor 7 - West Wing,Column,AI,92,InProgress
SA-R00233,Efflorescence,Low,Floor 2 - Zone A,Slab,AI,87,Open
SA-R00235,Corrosion,Critical,Floor 6 - West Wing,Beam,AI,85,Open
SA-R00236,Crack,Medium,Floor 1 - Zone B,Wall,Inspector,77,InProgress
SA-R00236,Crack,Medium,Floor 1 - Zone C,Column,AI,91,Open
SA-R00236,Spalling,High,Floor 1 - Zone A,Column,AI,77,InProgress
SA-R00237,Spalling,High,Floor 2 - Zone A,Beam,Inspector,83,InProgress
SA-R00238,Settlement Crack,Critical,Floor 1 - Zone B,Foundation,AI,89,Resolved
SA-R00239,Corrosion,High,Floor 4 - Core Area,Column,AI,88,InProgress
SA-R00241,Corrosion,High,Floor 3 - Zone C,Beam,AI,76,Resolved
SA-R00241,Honeycombing,Medium,Floor 3 - East Wing,Wall,Inspector,75,Verified
SA-R00242,Crack,Medium,Floor 6 - Zone C,Slab,Inspector,90,Verified
SA-R00242,Corrosion,Critical,Floor 6 - West Wing,Foundation,Inspector,97,InProgress
SA-R00244,Efflorescence,Low,Floor 1 - Zone C,Wall,Inspector,87,Verified
SA-R00245,Efflorescence,Low,Floor 2 - Zone C,Wall,AI,81,InProgress
SA-R00246,Efflorescence,High,Floor 1 - East Wing,Wall,AI,94,Resolved
SA-R00246,Honeycombing,Medium,Floor 4 - East Wing,Beam,Inspector,84,Verified
SA-R00247,Corrosion,High,Floor 5 - Core Area,Beam,Inspector,78,Open
SA-R00247,Spalling,High,Floor 3 - Zone A,Column,AI,76,Open
SA-R00247,Honeycombing,Medium,Floor 5 - Zone C,Beam,Inspector,92,Open
SA-R00248,Settlement Crack,Critical,Floor 2 - Zone C,Wall,Inspector,89,Resolved
SA-R00248,Spalling,High,Floor 2 - Zone B,Column,Inspector,82,Verified
SA-R00249,Crack,Medium,Floor 2 - Zone A,Beam,AI,79,Verified
SA-R00249,Crack,Medium,Floor 2 - East Wing,Slab,AI,88,Resolved
SA-R00249,Efflorescence,Low,Floor 1 - Zone B,Wall,AI,87,InProgress
SA-R00251,Crack,Critical,Floor 1 - Core Area,Column,AI,85,InProgress
SA-R00252,Crack,Medium,Floor 3 - East Wing,Beam,AI,94,InProgress
SA-R00253,Efflorescence,Low,Floor 1 - Zone C,Slab,AI,98,Verified
SA-R00253,Settlement Crack,Critical,Floor 1 - West Wing,Wall,Inspector,84,InProgress
SA-R00253,Settlement Crack,Critical,Floor 1 - Zone B,Foundation,Inspector,90,Resolved
SA-R00254,Settlement Crack,Critical,Floor 2 - Zone B,Wall,AI,78,Resolved
SA-R00256,Crack,Critical,Floor 9 - Zone C,Beam,AI,87,Resolved
SA-R00256,Efflorescence,Low,Floor 9 - Zone A,Wall,AI,77,InProgress
SA-R00257,Crack,Medium,Floor 7 - Zone A,Beam,AI,92,Resolved
SA-R00258,Honeycombing,Critical,Floor 1 - Zone C,Wall,Inspector,81,Open
SA-R00259,Efflorescence,Low,Floor 1 - Zone C,Slab,AI,90,Open
SA-R00259,Honeycombing,Medium,Floor 2 - Zone B,Beam,AI,78,Open
SA-R00259,Crack,Critical,Floor 2 - Zone A,Beam,AI,92,Resolved
SA-R00260,Spalling,High,Floor 5 - East Wing,Slab,Inspector,82,InProgress
SA-R00260,Corrosion,High,Floor 2 - Zone B,Column,AI,95,Open
SA-R00260,Honeycombing,Medium,Floor 4 - Zone C,Wall,AI,88,Open
SA-R00262,Spalling,High,Floor 2 - East Wing,Column,Inspector,99,Open
SA-R00262,Spalling,High,Floor 5 - East Wing,Slab,Inspector,86,InProgress
SA-R00262,Crack,Medium,Floor 6 - Zone A,Column,Inspector,77,InProgress
SA-R00263,Spalling,High,Floor 4 - Core Area,Beam,Inspector,79,Open
SA-R00263,Corrosion,High,Floor 4 - Zone A,Foundation,Inspector,97,InProgress
SA-R00263,Crack,High,Floor 3 - Zone B,Slab,AI,92,Verified
SA-R00267,Settlement Crack,Critical,Floor 4 - Zone C,Wall,Inspector,94,InProgress
SA-R00270,Efflorescence,Low,Floor 2 - Zone A,Wall,Inspector,89,InProgress
SA-R00270,Efflorescence,High,Floor 7 - West Wing,Slab,Inspector,87,Resolved
SA-R00270,Honeycombing,High,Floor 2 - Zone A,Column,AI,76,Open
SA-R00271,Spalling,High,Floor 3 - Core Area,Slab,Inspector,78,Resolved
SA-R00272,Honeycombing,Medium,Floor 1 - Zone B,Wall,Inspector,90,InProgress
SA-R00272,Corrosion,High,Floor 1 - West Wing,Foundation,AI,81,Verified
SA-R00273,Corrosion,High,Floor 7 - Zone B,Beam,AI,99,Open
SA-R00273,Crack,High,Floor 5 - West Wing,Wall,Inspector,99,Open
SA-R00273,Crack,Medium,Floor 1 - Core Area,Slab,AI,89,Open
SA-R00274,Settlement Crack,Critical,Floor 1 - Zone B,Wall,Inspector,75,Resolved
SA-R00275,Settlement Crack,Critical,Floor 1 - East Wing,Wall,Inspector,92,Open
SA-R00275,Settlement Crack,Critical,Floor 1 - Zone A,Foundation,AI,84,Verified
SA-R00276,Efflorescence,Low,Floor 5 - Zone A,Wall,AI,77,Open
SA-R00276,Settlement Crack,Critical,Floor 4 - Zone C,Wall,Inspector,98,Open
SA-R00277,Corrosion,High,Floor 2 - Zone C,Foundation,AI,78,Open
SA-R00278,Corrosion,Critical,Floor 1 - Zone B,Foundation,AI,94,Open
SA-R00279,Spalling,High,Floor 3 - East Wing,Column,Inspector,91,Resolved
SA-R00280,Spalling,Critical,Floor 2 - Core Area,Beam,AI,84,Verified
SA-R00280,Spalling,High,Floor 2 - West Wing,Column,AI,95,Verified
SA-R00280,Spalling,High,Floor 2 - Zone C,Slab,AI,85,Resolved
SA-R00282,Crack,Medium,Floor 5 - Core Area,Slab,AI,98,Resolved
SA-R00282,Spalling,High,Floor 5 - Core Area,Column,Inspector,94,Verified
SA-R00283,Spalling,High,Floor 3 - Zone B,Beam,AI,91,Resolved
SA-R00284,Crack,Medium,Floor 2 - Zone A,Wall,Inspector,99,Verified
SA-R00284,Settlement Crack,High,Floor 2 - Core Area,Wall,Inspector,83,Resolved
SA-R00285,Efflorescence,High,Floor 3 - Zone C,Slab,AI,94,InProgress
SA-R00285,Corrosion,Critical,Floor 3 - Zone B,Column,AI,76,InProgress
SA-R00286,Spalling,High,Floor 2 - Zone B,Column,AI,79,InProgress
SA-R00286,Honeycombing,Medium,Floor 1 - Core Area,Column,Inspector,82,Open
SA-R00286,Settlement Crack,Critical,Floor 2 - Zone A,Wall,Inspector,90,Resolved
SA-R00288,Settlement Crack,Critical,Floor 5 - Zone C,Foundation,AI,91,InProgress
SA-R00289,Settlement Crack,Critical,Floor 3 - Zone B,Wall,AI,90,Resolved
SA-R00289,Corrosion,High,Floor 3 - East Wing,Beam,Inspector,98,InProgress
SA-R00289,Corrosion,Critical,Floor 2 - Zone B,Foundation,AI,92,InProgress
SA-R00292,Corrosion,High,Floor 4 - Zone B,Column,Inspector,92,Open
SA-R00292,Corrosion,High,Floor 1 - Zone A,Foundation,Inspector,96,Verified
SA-R00293,Settlement Crack,Critical,Floor 4 - West Wing,Wall,AI,86,Verified
SA-R00293,Efflorescence,Low,Floor 3 - East Wing,Wall,Inspector,84,Verified
SA-R00294,Efflorescence,Low,Floor 6 - Zone A,Wall,Inspector,95,Resolved
SA-R00294,Corrosion,High,Floor 31 - Zone C,Column,AI,89,InProgress
SA-R00294,Honeycombing,High,Floor 8 - Zone C,Beam,Inspector,77,Resolved
SA-R00295,Efflorescence,Critical,Floor 3 - Zone B,Slab,AI,88,InProgress
SA-R00295,Corrosion,High,Floor 4 - Core Area,Foundation,Inspector,98,InProgress
SA-R00295,Honeycombing,Medium,Floor 3 - Core Area,Wall,AI,98,InProgress
SA-R00296,Corrosion,High,Floor 1 - Core Area,Beam,Inspector,91,Open
SA-R00296,Spalling,High,Floor 4 - Zone B,Column,Inspector,85,InProgress
SA-R00297,Efflorescence,Low,Floor 1 - West Wing,Wall,Inspector,80,Verified
SA-R00297,Corrosion,High,Floor 4 - Zone C,Beam,AI,94,Open
SA-R00297,Honeycombing,High,Floor 2 - West Wing,Wall,Inspector,84,Resolved
SA-R00298,Honeycombing,High,Floor 1 - East Wing,Wall,Inspector,82,Verified
SA-R00299,Corrosion,High,Floor 34 - Zone C,Column,AI,79,Verified
SA-R00299,Efflorescence,Low,Floor 31 - Zone B,Wall,Inspector,89,Open
SA-R00299,Efflorescence,Low,Floor 17 - West Wing,Slab,Inspector,80,InProgress
SA-R00300,Efflorescence,Low,Floor 4 - Zone B,Slab,AI,97,Open
SA-R00300,Spalling,High,Floor 2 - Zone B,Slab,Inspector,96,InProgress
SA-R00300,Crack,Medium,Floor 3 - East Wing,Beam,AI,78,Verified
SA-R00301,Spalling,High,Floor 1 - Zone C,Beam,AI,96,InProgress
SA-R00301,Efflorescence,Critical,Floor 3 - West Wing,Slab,AI,93,Resolved
SA-R00302,Efflorescence,Low,Floor 1 - East Wing,Wall,AI,94,Resolved
SA-R00303,Efflorescence,Low,Floor 1 - Zone C,Wall,Inspector,97,Resolved
SA-R00303,Crack,Medium,Floor 1 - Core Area,Column,AI,89,Resolved
SA-R00306,Corrosion,High,Floor 2 - Zone A,Column,AI,99,Open
SA-R00306,Crack,Medium,Floor 3 - Zone B,Beam,Inspector,78,Resolved
SA-R00307,Spalling,Critical,Floor 1 - Zone C,Slab,Inspector,80,InProgress
SA-R00307,Efflorescence,Low,Floor 15 - Core Area,Slab,Inspector,78,Verified
SA-R00308,Corrosion,Critical,Floor 2 - Zone B,Column,Inspector,81,Verified
SA-R00309,Crack,Medium,Floor 1 - West Wing,Slab,AI,82,Open
SA-R00311,Spalling,High,Floor 1 - Zone A,Beam,Inspector,75,Open
SA-R00311,Spalling,High,Floor 2 - Core Area,Column,AI,89,InProgress
SA-R00311,Spalling,High,Floor 1 - East Wing,Beam,Inspector,83,Open
SA-R00312,Honeycombing,Critical,Floor 3 - West Wing,Beam,AI,90,Verified
SA-R00312,Settlement Crack,High,Floor 1 - Zone A,Foundation,Inspector,77,Resolved
SA-R00313,Spalling,High,Floor 3 - Zone A,Column,AI,78,Resolved
SA-R00314,Honeycombing,High,Floor 3 - Zone C,Wall,Inspector,76,InProgress
SA-R00314,Efflorescence,Low,Floor 3 - East Wing,Slab,AI,86,Verified
SA-R00315,Spalling,High,Floor 9 - East Wing,Beam,Inspector,77,Resolved
SA-R00317,Settlement Crack,High,Floor 3 - West Wing,Wall,Inspector,98,Resolved
SA-R00317,Efflorescence,Critical,Floor 2 - Zone A,Slab,AI,93,Resolved
SA-R00317,Crack,Medium,Floor 1 - Zone B,Beam,AI,94,Open
SA-R00318,Corrosion,High,Floor 3 - West Wing,Column,Inspector,83,Open
SA-R00318,Efflorescence,Critical,Floor 6 - East Wing,Slab,AI,87,Resolved
SA-R00318,Spalling,High,Floor 1 - Zone C,Slab,Inspector,85,Open
SA-R00320,Crack,Critical,Floor 2 - East Wing,Beam,Inspector,77,Verified
SA-R00320,Corrosion,High,Floor 1 - East Wing,Beam,Inspector,82,Open
SA-R00320,Crack,Medium,Floor 3 - Zone A,Slab,Inspector,92,Resolved
SA-R00321,Efflorescence,Low,Floor 1 - Zone C,Wall,Inspector,87,Resolved
SA-R00321,Settlement Crack,Critical,Floor 5 - West Wing,Wall,AI,84,Verified
SA-R00321,Crack,Medium,Floor 5 - Core Area,Beam,AI,77,InProgress
SA-R00322,Corrosion,High,Floor 1 - Core Area,Foundation,Inspector,98,Open
SA-R00322,Corrosion,High,Floor 1 - Zone A,Foundation,AI,83,Verified
SA-R00322,Spalling,High,Floor 2 - Zone B,Beam,AI,82,InProgress
SA-R00323,Settlement Crack,Critical,Floor 3 - Zone B,Foundation,Inspector,87,InProgress
SA-R00325,Crack,Medium,Floor 3 - Zone A,Wall,Inspector,86,Resolved
SA-R00325,Spalling,High,Floor 3 - Zone B,Column,AI,95,Open
SA-R00326,Honeycombing,Critical,Floor 1 - Zone A,Column,Inspector,89,Verified
SA-R00326,Efflorescence,Low,Floor 3 - East Wing,Slab,Inspector,87,InProgress
SA-R00326,Honeycombing,Medium,Floor 4 - Zone A,Wall,AI,93,Open
SA-R00329,Corrosion,High,Floor 4 - East Wing,Column,AI,81,Resolved
SA-R00330,Crack,High,Floor 3 - Zone A,Slab,Inspector,98,Open
SA-R00330,Crack,Medium,Floor 6 - Zone C,Wall,AI,79,Open
SA-R00330,Honeycombing,Medium,Floor 1 - West Wing,Wall,AI,85,Resolved
SA-R00331,Spalling,High,Floor 1 - Zone C,Slab,AI,97,Open
SA-R00333,Honeycombing,High,Floor 1 - East Wing,Wall,Inspector,89,Verified
SA-R00333,Corrosion,High,Floor 1 - Zone A,Foundation,AI,97,Verified
SA-R00333,Crack,Medium,Floor 1 - Core Area,Wall,Inspector,86,InProgress
SA-R00335,Crack,Critical,Floor 1 - Zone C,Slab,Inspector,91,Verified
SA-R00335,Honeycombing,Medium,Floor 1 - Zone C,Column,Inspector,86,Verified
SA-R00337,Honeycombing,Medium,Floor 11 - West Wing,Wall,AI,83,InProgress
SA-R00337,Efflorescence,Low,Floor 7 - Zone A,Slab,Inspector,98,InProgress
SA-R00338,Crack,Medium,Floor 1 - Zone B,Slab,AI,94,Verified
SA-R00338,Corrosion,High,Floor 1 - East Wing,Foundation,AI,75,Resolved
SA-R00339,Settlement Crack,Critical,Floor 2 - Zone B,Foundation,AI,91,InProgress
SA-R00339,Corrosion,High,Floor 1 - Zone A,Foundation,AI,87,Open
SA-R00340,Honeycombing,Medium,Floor 1 - Core Area,Column,AI,75,InProgress
SA-R00341,Settlement Crack,High,Floor 2 - East Wing,Wall,Inspector,88,InProgress
SA-R00342,Honeycombing,Medium,Floor 13 - Zone B,Wall,AI,89,Open
SA-R00343,Crack,Critical,Floor 2 - Zone A,Beam,AI,75,Resolved
SA-R00343,Honeycombing,Critical,Floor 2 - Zone A,Wall,AI,88,Open
SA-R00343,Corrosion,High,Floor 3 - Zone A,Beam,Inspector,92,Resolved
SA-R00344,Honeycombing,Medium,Floor 8 - West Wing,Wall,Inspector,96,Resolved
SA-R00344,Spalling,High,Floor 2 - Core Area,Beam,AI,84,Resolved
SA-R00344,Spalling,High,Floor 4 - West Wing,Beam,AI,75,Open
SA-R00345,Efflorescence,Critical,Floor 1 - Zone A,Slab,Inspector,85,Open
SA-R00345,Corrosion,High,Floor 4 - West Wing,Foundation,Inspector,89,InProgress
SA-R00347,Honeycombing,High,Floor 9 - Zone B,Beam,Inspector,98,Verified
SA-R00348,Honeycombing,Medium,Floor 3 - East Wing,Column,Inspector,76,Verified
SA-R00348,Honeycombing,Medium,Floor 3 - Zone C,Beam,AI,92,Verified
SA-R00349,Spalling,High,Floor 1 - Zone A,Slab,Inspector,93,Verified
SA-R00349,Honeycombing,Critical,Floor 3 - East Wing,Wall,Inspector,77,InProgress
SA-R00349,Efflorescence,Low,Floor 4 - Zone A,Wall,AI,78,Verified
SA-R00351,Honeycombing,Medium,Floor 1 - West Wing,Wall,AI,77,Open
SA-R00351,Corrosion,High,Floor 2 - West Wing,Beam,Inspector,89,InProgress
SA-R00351,Settlement Crack,Critical,Floor 2 - Core Area,Foundation,AI,89,Resolved
SA-R00353,Crack,High,Floor 10 - Zone A,Slab,Inspector,98,InProgress
SA-R00353,Honeycombing,Medium,Floor 2 - West Wing,Beam,Inspector,97,InProgress
SA-R00354,Efflorescence,Critical,Floor 3 - Zone A,Wall,AI,85,Verified
SA-R00355,Corrosion,Critical,Floor 1 - East Wing,Beam,Inspector,86,Open
SA-R00355,Crack,Medium,Floor 1 - Zone C,Slab,Inspector,96,Open
SA-R00355,Settlement Crack,Critical,Floor 2 - Zone C,Foundation,AI,94,Open
SA-R00356,Settlement Crack,Critical,Floor 8 - Core Area,Foundation,Inspector,98,Verified
SA-R00356,Crack,High,Floor 4 - East Wing,Beam,AI,91,Open
SA-R00357,Corrosion,High,Floor 13 - Core Area,Beam,Inspector,80,InProgress
SA-R00357,Honeycombing,Medium,Floor 3 - Zone C,Beam,AI,88,Resolved
SA-R00357,Efflorescence,Low,Floor 6 - Zone A,Slab,Inspector,98,InProgress
SA-R00358,Settlement Crack,Critical,Floor 2 - East Wing,Foundation,Inspector,90,InProgress
SA-R00358,Spalling,Critical,Floor 1 - Zone A,Slab,Inspector,92,Verified
SA-R00358,Settlement Crack,Critical,Floor 2 - Zone B,Wall,AI,77,Resolved
SA-R00359,Honeycombing,Medium,Floor 5 - Core Area,Wall,AI,98,Resolved
SA-R00359,Settlement Crack,High,Floor 1 - Core Area,Foundation,AI,92,Resolved
SA-R00359,Corrosion,High,Floor 3 - West Wing,Column,Inspector,78,Verified
SA-R00360,Honeycombing,Medium,Floor 16 - West Wing,Beam,AI,92,Open
SA-R00360,Corrosion,High,Floor 13 - Zone A,Beam,Inspector,76,InProgress
SA-R00360,Settlement Crack,Critical,Floor 5 - West Wing,Foundation,AI,82,Open
SA-R00362,Settlement Crack,Critical,Floor 2 - Zone C,Wall,AI,93,Resolved
SA-R00362,Crack,Medium,Floor 3 - West Wing,Beam,Inspector,90,Resolved
SA-R00363,Honeycombing,Medium,Floor 8 - Zone B,Column,Inspector,82,Open
SA-R00364,Crack,High,Floor 1 - West Wing,Slab,Inspector,89,Resolved
SA-R00364,Corrosion,High,Floor 1 - Zone C,Beam,Inspector,92,Resolved
SA-R00365,Honeycombing,Critical,Floor 1 - Zone B,Wall,AI,76,Resolved
SA-R00365,Corrosion,High,Floor 1 - Zone C,Beam,Inspector,78,InProgress
SA-R00365,Honeycombing,Medium,Floor 1 - West Wing,Column,Inspector,89,InProgress
SA-R00367,Honeycombing,High,Floor 4 - Zone C,Wall,Inspector,92,Resolved
SA-R00368,Spalling,High,Floor 2 - Zone C,Beam,Inspector,97,Open
SA-R00370,Crack,Medium,Floor 2 - West Wing,Column,Inspector,76,InProgress
SA-R00371,Efflorescence,Low,Floor 2 - Core Area,Slab,Inspector,77,InProgress
SA-R00371,Spalling,High,Floor 3 - West Wing,Slab,Inspector,81,InProgress
SA-R00372,Settlement Crack,High,Floor 1 - East Wing,Foundation,AI,75,Resolved
SA-R00374,Honeycombing,Critical,Floor 1 - Zone C,Wall,AI,91,Open
SA-R00374,Settlement Crack,Critical,Floor 2 - Zone B,Foundation,Inspector,98,InProgress
SA-R00376,Crack,Medium,Floor 7 - Zone B,Slab,Inspector,90,InProgress
SA-R00376,Settlement Crack,Critical,Floor 1 - Zone C,Foundation,AI,89,Resolved
SA-R00379,Corrosion,High,Floor 4 - Zone C,Beam,AI,89,Resolved
SA-R00379,Settlement Crack,Critical,Floor 1 - Zone B,Wall,AI,84,Resolved
SA-R00380,Settlement Crack,Critical,Floor 7 - Zone A,Foundation,AI,79,InProgress
SA-R00380,Efflorescence,Low,Floor 2 - Core Area,Slab,AI,82,Resolved
SA-R00381,Corrosion,High,Floor 1 - East Wing,Column,AI,82,Resolved
SA-R00381,Corrosion,High,Floor 1 - East Wing,Foundation,Inspector,77,Resolved
SA-R00381,Honeycombing,Medium,Floor 1 - East Wing,Beam,AI,90,Resolved
SA-R00382,Spalling,High,Floor 7 - Core Area,Slab,AI,86,Open
SA-R00382,Spalling,High,Floor 6 - Zone B,Slab,Inspector,98,Open
SA-R00383,Settlement Crack,Critical,Floor 2 - Core Area,Foundation,Inspector,90,Resolved
SA-R00383,Honeycombing,Medium,Floor 2 - Zone A,Wall,AI,84,Resolved
SA-R00384,Settlement Crack,Critical,Floor 1 - Core Area,Foundation,Inspector,92,Resolved
SA-R00385,Efflorescence,Low,Floor 1 - Zone C,Slab,Inspector,93,Verified
SA-R00386,Settlement Crack,Critical,Floor 1 - Core Area,Foundation,Inspector,88,Verified
SA-R00386,Corrosion,Critical,Floor 9 - East Wing,Beam,AI,79,Open
SA-R00387,Settlement Crack,Critical,Floor 1 - West Wing,Foundation,AI,77,InProgress
SA-R00388,Crack,High,Floor 2 - Zone A,Beam,AI,83,Verified
SA-R00388,Corrosion,High,Floor 2 - West Wing,Beam,AI,95,InProgress
SA-R00389,Settlement Crack,Critical,Floor 6 - Zone A,Foundation,AI,91,Resolved
SA-R00389,Corrosion,High,Floor 7 - Zone A,Column,Inspector,86,InProgress
SA-R00390,Spalling,High,Floor 2 - Zone B,Slab,Inspector,90,Resolved
SA-R00391,Efflorescence,Low,Floor 3 - Zone C,Wall,AI,81,Resolved
SA-R00392,Spalling,High,Floor 3 - Zone A,Column,Inspector,84,InProgress
SA-R00392,Settlement Crack,Critical,Floor 2 - East Wing,Foundation,AI,95,Resolved
SA-R00393,Settlement Crack,Critical,Floor 4 - Zone B,Wall,AI,82,InProgress
SA-R00394,Corrosion,High,Floor 4 - Zone B,Column,AI,76,Verified
SA-R00394,Crack,Medium,Floor 6 - West Wing,Beam,Inspector,77,Resolved
SA-R00397,Honeycombing,Medium,Floor 5 - East Wing,Column,AI,87,Resolved
SA-R00397,Honeycombing,Medium,Floor 5 - West Wing,Column,AI,88,Resolved
SA-R00398,Honeycombing,Critical,Floor 2 - Zone B,Wall,AI,99,Verified
SA-R00398,Honeycombing,Medium,Floor 3 - East Wing,Wall,Inspector,84,Resolved
SA-R00398,Efflorescence,Low,Floor 1 - Zone A,Slab,Inspector,90,Resolved
SA-R00399,Settlement Crack,Critical,Floor 2 - Zone A,Wall,Inspector,82,InProgress
SA-R00400,Settlement Crack,High,Floor 1 - Zone B,Foundation,AI,79,InProgress
SA-R00400,Spalling,High,Floor 1 - West Wing,Column,AI,84,Resolved
