project_id,item_code,description_ar,category,unit,quantity,unit_price_sar,confidence,waste_factor
SA-R00040,03PA,Oil paint external,Paint,m2,5094.21,17.08,99,0.1
SA-R00040,04WI,Glass partition,Windows,m2,1039.46,711.43,91,0.05
SA-R00040,05CE,Ceramic tiles 40x40,Ceramic,m2,4070.55,55.7,81,0.1
SA-R00041,01PL,PVC pipe 50mm,Plumbing,no,27466.56,96.3,94,0.05
SA-R00041,02RE,Steel mesh,Reinforcement,ton,18738.11,3098.21,94,0.07
SA-R00041,03CE,Wall tiles,Ceramic,m2,34709.66,52.23,90,0.1
SA-R00041,04EL,Switch socket,Electrical,no,29993.08,69.33,76,0.05
SA-R00041,05CO,RC beams,Concrete,m3,16140.9,356.35,77,0.05
SA-R00041,06FI,Sprinkler head,FireFighting,no,5474.81,282.76,95,0.03
SA-R00041,07EA,Site grading,EarthWork,m3,9989.36,20.72,84,0.05
SA-R00041,08HV,Ductwork,HVAC,no,10539.28,1922.15,87,0.03
SA-R00042,01CE,Mosaic tiles,Ceramic,m2,132167.52,59.44,89,0.1
SA-R00042,02DO,Sliding door,Doors,no,323380.14,1085.6,82,0.02
SA-R00042,03WI,Glass partition,Windows,m2,234278.79,673.44,87,0.05
SA-R00042,04PL,Gypsum plaster,Plaster,m2,73565.84,25.66,91,0.1
SA-R00042,05FI,Fire alarm panel,FireFighting,no,55637.46,312.15,86,0.03
SA-R00042,06MA,Marble flooring,Marble,m2,272956.51,164.06,84,0.08
SA-R00042,07WA,Polymer waterproofing,Waterproofing,m2,104624.15,49.5,94,0.08
SA-R00042,08EL,Passenger elevator 10 stop,Elevator,no,229303.06,230201.07,90,0.01
SA-R00042,09BL,Concrete bricks,Block,m2,208030.8,38.63,95,0.06
SA-R00042,10EA,Trench excavation,EarthWork,m3,287301.24,22.66,78,0.05
SA-R00043,01PL,Floor drain,Plumbing,no,83.7,100.89,78,0.05
SA-R00043,02EL,Passenger elevator 10 stop,Elevator,no,177.52,205372.54,88,0.01
SA-R00043,03WI,Curtain wall,Windows,m2,462.79,643.9,75,0.05
SA-R00043,04CE,Porcelain tiles 60x60,Ceramic,m2,187.13,55.57,81,0.1
SA-R00043,05HV,Ductwork,HVAC,no,96.2,2160.19,80,0.03
SA-R00043,06PA,Oil paint external,Paint,m2,124.5,15.77,95,0.1
SA-R00044,01PL,Gypsum plaster,Plaster,m2,706.36,24.82,81,0.1
SA-R00044,02PA,Emulsion paint internal,Paint,m2,960.75,16,81,0.1
SA-R00044,03WA,Bitumen waterproofing,Waterproofing,m2,731.69,51.23,99,0.08
SA-R00044,04MA,Marble cladding,Marble,m2,773.34,168.63,91,0.08
SA-R00044,05FI,Emergency light,FireFighting,no,1298.58,321.76,92,0.03
SA-R00044,06EL,Freight elevator,Elevator,no,829.18,228661.26,82,0.01
SA-R00044,07PL,Sanitary fitting,Plumbing,no,1083.14,108.91,87,0.05
SA-R00044,08DO,Wooden door,Doors,no,780.34,1116.62,92,0.02
SA-R00044,09EA,Backfilling,EarthWork,m3,1418.66,22.77,88,0.05
SA-R00044,10CO,Plain concrete (PC),Concrete,m3,378.69,403.88,93,0.05
SA-R00044,11EL,Switch socket,Electrical,no,230.73,80.24,93,0.05
SA-R00045,01EA,Soil compaction,EarthWork,m3,22288.1,23.2,84,0.05
SA-R00045,02WI,Aluminum window fixed,Windows,m2,61413.69,670.38,84,0.05
SA-R00045,03CO,RC slabs,Concrete,m3,34403.6,383.62,93,0.05
SA-R00045,04BL,Concrete bricks,Block,m2,40112.52,40.08,81,0.06
SA-R00045,05MA,Granite flooring,Marble,m2,56464.36,163.93,75,0.08
SA-R00045,06PL,Gypsum plaster,Plaster,m2,49982.01,26.68,91,0.1
SA-R00045,07RE,Steel reinforcement 40ksi,Reinforcement,ton,13591.29,3334.73,80,0.07
SA-R00045,08CE,Porcelain tiles 60x60,Ceramic,m2,47760.41,57.59,87,0.1
SA-R00045,09EL,Freight elevator,Elevator,no,47100.8,221645.47,89,0.01
SA-R00045,10PL,Pump set,Plumbing,no,14453.99,101.74,99,0.05
SA-R00046,01WI,Glass partition,Windows,m2,147.99,676.28,98,0.05
SA-R00046,02HV,Ductwork,HVAC,no,136.38,2309.66,83,0.03
SA-R00046,03PL,Floor drain,Plumbing,no,271.74,116.03,87,0.05
SA-R00046,04FI,Smoke detector,FireFighting,no,128.26,324.6,76,0.03
SA-R00046,05BL,Concrete bricks,Block,m2,233.83,39.04,91,0.06
SA-R00046,06PL,Cement plaster external,Plaster,m2,255.55,26.18,78,0.1
SA-R00046,07MA,Granite flooring,Marble,m2,223.53,172.07,77,0.08
SA-R00046,08WA,Polymer waterproofing,Waterproofing,m2,187.12,50.49,92,0.08
SA-R00046,09EL,DB panel,Electrical,no,175.81,77.5,92,0.05
SA-R00046,10DO,Sliding door,Doors,no,279.39,1093.54,78,0.02
SA-R00046,11PA,Anti-mold paint,Paint,m2,52.4,17.6,85,0.1
SA-R00046,12RE,Steel reinforcement 40ksi,Reinforcement,ton,106.91,3470.25,90,0.07
SA-R00047,01EL,Escalator,Elevator,no,16048.47,189892.36,83,0.01
SA-R00047,02EA,Site grading,EarthWork,m3,7840.91,20.62,90,0.05
SA-R00047,03HV,Split AC unit,HVAC,no,12620.93,1956.71,75,0.03
SA-R00047,04PA,Textured paint,Paint,m2,11667.71,14.49,90,0.1
SA-R00047,05FI,Smoke detector,FireFighting,no,5577.75,276.64,88,0.03
SA-R00047,06DO,Wooden door,Doors,no,4643.85,962.12,82,0.02
SA-R00047,07MA,Marble flooring,Marble,m2,16041.6,148.99,91,0.08
SA-R00047,08BL,Hollow concrete blocks 15cm,Block,m2,2963.71,33.37,88,0.06
SA-R00047,09WI,Aluminum window fixed,Windows,m2,3908.94,600.49,94,0.05
SA-R00047,10WA,Liquid membrane,Waterproofing,m2,8037.26,41.55,90,0.08
SA-R00047,11PL,Grey water pipe,Plumbing,no,12864.96,97.75,99,0.05
SA-R00048,01HV,Split AC unit,HVAC,no,1163.2,1929.82,91,0.03
SA-R00048,02EL,Escalator,Elevator,no,1480.64,200153.17,76,0.01
SA-R00048,03PL,PVC pipe 50mm,Plumbing,no,1346.73,97.52,96,0.05
SA-R00048,04WA,Water stop,Waterproofing,m2,299.29,41.14,95,0.08
SA-R00048,05CO,Plain concrete (PC),Concrete,m3,533.03,365.51,87,0.05
SA-R00048,06DO,Fire rated door,Doors,no,1329.86,985.14,77,0.02
SA-R00048,07EA,Excavation for foundations,EarthWork,m3,231.96,19.95,95,0.05
SA-R00049,01CE,Skirting,Ceramic,m2,246.26,53.83,91,0.1
SA-R00049,02HV,Ducted AC,HVAC,no,332.61,2152.41,98,0.03
SA-R00049,03WI,Aluminum window sliding,Windows,m2,265.19,623.34,88,0.05
SA-R00049,04EA,Trench excavation,EarthWork,m3,222.07,21.62,98,0.05
SA-R00049,05MA,Marble cladding,Marble,m2,442.56,151.21,90,0.08
SA-R00049,06PL,Gypsum plaster,Plaster,m2,468.44,21.31,95,0.1
SA-R00050,01WI,Aluminum window fixed,Windows,m2,25099.97,585.34,80,0.05
SA-R00050,02DO,Fire rated door,Doors,no,52826.03,909.38,90,0.02
SA-R00050,03MA,Granite countertop,Marble,m2,11028.74,150.44,84,0.08
SA-R00050,04EA,Excavation for foundations,EarthWork,m3,22707.69,19.5,98,0.05
SA-R00050,05BL,Hollow concrete blocks 15cm,Block,m2,80811.32,31.07,96,0.06
SA-R00050,06WA,Water stop,Waterproofing,m2,76758.5,40.05,87,0.08
SA-R00050,07CO,RC columns,Concrete,m3,18276.6,334.15,88,0.05
SA-R00050,08RE,Steel mesh,Reinforcement,ton,78467.54,2985.21,98,0.07
SA-R00050,09FI,Fire extinguisher,FireFighting,no,32642.9,277.25,87,0.03
SA-R00050,10PA,Oil paint external,Paint,m2,10018.85,13.8,81,0.1
SA-R00050,11EL,Light point,Electrical,no,29888.31,65.67,83,0.05
SA-R00050,12PL,Scratch coat,Plaster,m2,60138.04,20.28,95,0.1
SA-R00051,01CE,Mosaic tiles,Ceramic,m2,3080.44,60.45,89,0.1
SA-R00051,02EA,Excavation for foundations,EarthWork,m3,3194.49,23.47,87,0.05
SA-R00051,03CO,RC shear walls,Concrete,m3,1868.01,418.45,89,0.05
SA-R00051,04WA,Water stop,Waterproofing,m2,2277.08,50.46,98,0.08
SA-R00051,05RE,Steel mesh,Reinforcement,ton,1241.91,3438.24,93,0.07
SA-R00052,01PL,Water heater,Plumbing,no,4705.63,114,85,0.05
SA-R00052,02DO,UPVC door,Doors,no,5608.58,1197.67,98,0.02
SA-R00052,03WA,Water stop,Waterproofing,m2,6497.95,54.19,78,0.08
SA-R00052,04PL,Gypsum plaster,Plaster,m2,2779.63,27.2,75,0.1
SA-R00052,05HV,Exhaust fan,HVAC,no,2989.01,2476.38,95,0.03
SA-R00052,06CO,RC columns,Concrete,m3,3171.52,418.15,94,0.05
SA-R00052,07BL,Concrete bricks,Block,m2,7102.09,42.06,88,0.06
SA-R00052,08WI,Aluminum window fixed,Windows,m2,7285.39,745.27,99,0.05
SA-R00052,09FI,Emergency light,FireFighting,no,1017.11,384.42,79,0.03
SA-R00053,01EL,MCB,Electrical,no,7722.48,83.02,93,0.05
SA-R00053,02CE,Skirting,Ceramic,m2,2922.38,63.29,94,0.1
SA-R00053,03PA,Textured paint,Paint,m2,11254.24,17.55,86,0.1
SA-R00053,04WA,Bitumen waterproofing,Waterproofing,m2,14793.45,53.89,81,0.08
SA-R00053,05MA,Granite countertop,Marble,m2,11823.7,170.32,85,0.08
SA-R00053,06DO,Metal door,Doors,no,5365.61,1237.1,92,0.02
SA-R00053,07PL,Gypsum plaster,Plaster,m2,13640.68,26.89,92,0.1
SA-R00054,01EA,Soil compaction,EarthWork,m3,85.92,22.67,88,0.05
SA-R00054,02WI,Curtain wall,Windows,m2,81.24,683.6,82,0.05
SA-R00054,03FI,Smoke detector,FireFighting,no,21.61,312.92,83,0.03
SA-R00054,04PA,Emulsion paint internal,Paint,m2,92.44,14.34,76,0.1
SA-R00054,05BL,AAC blocks,Block,m2,33.36,37.96,77,0.06
SA-R00054,06EL,Light point,Electrical,no,46.57,73.78,86,0.05
SA-R00054,07PL,Grey water pipe,Plumbing,no,48.16,115.68,92,0.05
SA-R00054,08DO,Wooden door,Doors,no,79.94,1119.67,83,0.02
SA-R00054,09EL,Passenger elevator 6 stop,Elevator,no,72.67,226118.63,94,0.01
SA-R00054,10MA,Marble cladding,Marble,m2,58.29,157.76,82,0.08
SA-R00054,11CE,Wall tiles,Ceramic,m2,90.58,56.89,90,0.1
SA-R00055,01EA,Site grading,EarthWork,m3,3897.88,18.57,84,0.05
SA-R00055,02CO,Reinforced concrete (RC) foundations,Concrete,m3,16399.57,352.25,83,0.05
SA-R00055,03RE,Steel reinforcement 60ksi,Reinforcement,ton,5717.59,3066.72,97,0.07
SA-R00055,04BL,Concrete bricks,Block,m2,8199.17,31.55,97,0.06
SA-R00055,05FI,Smoke detector,FireFighting,no,11015.42,267.53,83,0.03
SA-R00055,06EL,Passenger elevator 6 stop,Elevator,no,10712.03,192067.08,85,0.01
SA-R00055,07HV,Air handling unit,HVAC,no,17518.41,2063.95,88,0.03
SA-R00056,01PL,Water tank GRP,Plumbing,no,172.73,110.46,99,0.05
SA-R00056,02WA,Liquid membrane,Waterproofing,m2,223.52,55.18,81,0.08
SA-R00056,03EA,Trench excavation,EarthWork,m3,231.31,23.79,97,0.05
SA-R00056,04MA,Granite countertop,Marble,m2,387.45,162.24,82,0.08
SA-R00056,05WI,Glass partition,Windows,m2,230.51,729.64,97,0.05
SA-R00057,01PL,Water heater,Plumbing,no,314.64,116.69,78,0.05
SA-R00057,02EA,Excavation for foundations,EarthWork,m3,158.98,24.32,75,0.05
SA-R00057,03WA,Polymer waterproofing,Waterproofing,m2,180.86,52.24,91,0.08
SA-R00057,04BL,Hollow concrete blocks 20cm,Block,m2,658.27,40.35,97,0.06
SA-R00057,05HV,Diffuser,HVAC,no,291.5,2308.2,83,0.03
SA-R00057,06DO,Sliding door,Doors,no,635.78,1098.93,83,0.02
SA-R00058,01FI,Smoke detector,FireFighting,no,18.07,335.09,81,0.03
SA-R00058,02WI,Glass partition,Windows,m2,52.84,673.93,91,0.05
SA-R00058,03EL,MCB,Electrical,no,22.56,81.22,81,0.05
SA-R00058,04CE,Porcelain tiles 60x60,Ceramic,m2,52.08,61.45,78,0.1
SA-R00058,05PA,Emulsion paint internal,Paint,m2,16.21,17.45,90,0.1
SA-R00058,06MA,Marble flooring,Marble,m2,64.13,164.44,91,0.08
SA-R00058,07BL,AAC blocks,Block,m2,78.89,39.86,88,0.06
SA-R00058,08PL,Grey water pipe,Plumbing,no,19.9,113.53,97,0.05
SA-R00058,09EL,Passenger elevator 6 stop,Elevator,no,46.87,224812.85,97,0.01
SA-R00058,10RE,Steel reinforcement 40ksi,Reinforcement,ton,16.48,3617.88,98,0.07
SA-R00058,11HV,Air handling unit,HVAC,no,78.09,2259.38,92,0.03
SA-R00059,01EL,Passenger elevator 10 stop,Elevator,no,26.75,202284.75,89,0.01
SA-R00059,02CE,Porcelain tiles 60x60,Ceramic,m2,76.88,55.22,92,0.1
SA-R00059,03CO,Plain concrete (PC),Concrete,m3,71.79,364.31,94,0.05
SA-R00059,04MA,Marble cladding,Marble,m2,46.66,147.04,96,0.08
SA-R00059,05RE,Tie wire,Reinforcement,ton,49.95,3237.46,78,0.07
SA-R00060,01PL,Sanitary fitting,Plumbing,no,42220.53,96.29,95,0.05
SA-R00060,02EL,Escalator,Elevator,no,35990.26,206267.4,99,0.01
SA-R00060,03CO,RC shear walls,Concrete,m3,34727.32,364.8,91,0.05
SA-R00060,04PA,Emulsion paint internal,Paint,m2,45793.26,14.76,81,0.1
SA-R00060,05EL,Light point,Electrical,no,38145.63,70.51,93,0.05
SA-R00060,06BL,Concrete bricks,Block,m2,40012.29,32.58,81,0.06
SA-R00060,07WA,Water stop,Waterproofing,m2,19239.31,44.4,89,0.08
SA-R00060,08DO,Fire rated door,Doors,no,20606.17,937.86,78,0.02
SA-R00061,01BL,Concrete bricks,Block,m2,1897.04,39.43,80,0.06
SA-R00061,02MA,Marble flooring,Marble,m2,4225.71,176.41,87,0.08
SA-R00061,03FI,Fire alarm panel,FireFighting,no,3079.05,347.84,84,0.03
SA-R00061,04CE,Skirting,Ceramic,m2,3367.86,62.05,96,0.1
SA-R00061,05EL,Freight elevator,Elevator,no,2362.05,231459.97,92,0.01
SA-R00061,06PA,Emulsion paint internal,Paint,m2,4078.15,17.39,92,0.1
SA-R00061,07EA,Soil compaction,EarthWork,m3,3661.34,23.79,79,0.05
SA-R00061,08CO,RC slabs,Concrete,m3,2872.16,442.31,95,0.05
SA-R00061,09RE,Steel mesh,Reinforcement,ton,4366.17,3735.67,92,0.07
SA-R00061,10WA,Bitumen waterproofing,Waterproofing,m2,3886.17,53.13,94,0.08
SA-R00061,11WI,Aluminum window fixed,Windows,m2,4787.25,710.25,93,0.05
SA-R00061,12EL,Wire 6mm,Electrical,no,2341.12,79.66,98,0.05
SA-R00062,01EL,Freight elevator,Elevator,no,5315.86,202642.09,80,0.01
SA-R00062,02PA,Anti-mold paint,Paint,m2,5243.24,13.63,94,0.1
SA-R00062,03CE,Skirting,Ceramic,m2,3958.95,53.39,76,0.1
SA-R00062,04CO,Plain concrete (PC),Concrete,m3,10571.21,351.88,91,0.05
SA-R00062,05RE,Tie wire,Reinforcement,ton,4667.59,2931.2,76,0.07
SA-R00062,06EA,Trench excavation,EarthWork,m3,3280.36,19.77,83,0.05
SA-R00062,07HV,Exhaust fan,HVAC,no,2328.67,1998.62,77,0.03
SA-R00062,08WI,Curtain wall,Windows,m2,9944.38,567.62,80,0.05
SA-R00062,09EL,Switch socket,Electrical,no,8873,67.66,76,0.05
SA-R00062,10PL,PVC pipe 110mm,Plumbing,no,7839.02,91.62,96,0.05
SA-R00062,11PL,Scratch coat,Plaster,m2,9490.96,22.11,79,0.1
SA-R00062,12WA,Liquid membrane,Waterproofing,m2,3693.31,41.57,95,0.08
SA-R00063,01FI,Fire alarm panel,FireFighting,no,73005.78,262.9,83,0.03
SA-R00063,02PL,Gypsum plaster,Plaster,m2,85587.35,20.06,97,0.1
SA-R00063,03BL,Hollow concrete blocks 10cm,Block,m2,33068.17,30.95,98,0.06
SA-R00063,04WI,Aluminum window fixed,Windows,m2,26116.78,553.88,94,0.05
SA-R00063,05PL,Pump set,Plumbing,no,22877.92,93.35,76,0.05
SA-R00063,06WA,Liquid membrane,Waterproofing,m2,91036.26,42.33,83,0.08
SA-R00064,01HV,Exhaust fan,HVAC,no,1085.45,2013.47,76,0.03
SA-R00064,02PA,Oil paint external,Paint,m2,742.19,14.06,76,0.1
SA-R00064,03DO,Sliding door,Doors,no,968.82,969.78,82,0.02
SA-R00064,04WI,Aluminum window sliding,Windows,m2,475.48,563.31,77,0.05
SA-R00064,05PL,Sanitary fitting,Plumbing,no,1121.43,91.59,91,0.05
SA-R00064,06EA,Soil compaction,EarthWork,m3,518.99,19.46,96,0.05
SA-R00064,07WA,Bitumen waterproofing,Waterproofing,m2,1062.54,41.86,77,0.08
SA-R00064,08CE,Skirting,Ceramic,m2,960.13,50.46,92,0.1
SA-R00064,09BL,AAC blocks,Block,m2,165.52,33.94,84,0.06
SA-R00064,10CO,Plain concrete (PC),Concrete,m3,942.13,352.06,94,0.05
SA-R00064,11RE,Steel mesh,Reinforcement,ton,730.68,2973.73,80,0.07
SA-R00064,12MA,Marble cladding,Marble,m2,650.87,143.53,81,0.08
SA-R00065,01HV,Ducted AC,HVAC,no,39683.52,2163.87,83,0.03
SA-R00065,02RE,Steel mesh,Reinforcement,ton,27039.85,3471.92,77,0.07
SA-R00065,03PL,PVC pipe 50mm,Plumbing,no,35386.31,106.5,77,0.05
SA-R00065,04DO,Fire rated door,Doors,no,38915.79,1082.98,83,0.02
SA-R00065,05CE,Porcelain tiles 60x60,Ceramic,m2,35795.82,59.23,89,0.1
SA-R00065,06MA,Marble cladding,Marble,m2,32306.34,154.86,82,0.08
SA-R00065,07PA,Textured paint,Paint,m2,9413.94,17.23,82,0.1
SA-R00065,08EA,Trench excavation,EarthWork,m3,51655.9,23.98,95,0.05
SA-R00065,09PL,Cement plaster internal,Plaster,m2,37085.22,25.32,81,0.1
SA-R00066,01PA,Oil paint external,Paint,m2,6265.49,17.58,90,0.1
SA-R00066,02WA,Water stop,Waterproofing,m2,947.76,50,81,0.08
SA-R00066,03HV,Ductwork,HVAC,no,6190.92,2201.82,83,0.03
SA-R00066,04DO,UPVC door,Doors,no,3587.95,1058.34,96,0.02
SA-R00066,05FI,Sprinkler head,FireFighting,no,5374.59,324.45,94,0.03
SA-R00066,06MA,Marble flooring,Marble,m2,2323.03,166.58,84,0.08
SA-R00066,07EL,Passenger elevator 10 stop,Elevator,no,2205.95,241605.54,90,0.01
SA-R00067,01PL,PVC pipe 110mm,Plumbing,no,265.94,111.62,90,0.05
SA-R00067,02FI,Fire hose cabinet,FireFighting,no,411.78,309.08,88,0.03
SA-R00067,03WI,Curtain wall,Windows,m2,133.18,689.5,82,0.05
SA-R00067,04EA,Trench excavation,EarthWork,m3,209.97,23.88,90,0.05
SA-R00067,05CO,RC columns,Concrete,m3,104.26,393.21,91,0.05
SA-R00068,01PL,Copper pipe 15mm,Plumbing,no,590.18,112.65,97,0.05
SA-R00068,02EA,Backfilling,EarthWork,m3,660.84,24.24,75,0.05
SA-R00068,03CO,Plain concrete (PC),Concrete,m3,611.18,424.24,91,0.05
SA-R00068,04WI,Glass partition,Windows,m2,668.8,751.24,97,0.05
SA-R00068,05RE,Steel reinforcement 60ksi,Reinforcement,ton,236.2,3628.81,96,0.07
SA-R00068,06HV,Ductwork,HVAC,no,509.55,2234.23,84,0.03
SA-R00068,07MA,Marble cladding,Marble,m2,162.72,170.83,91,0.08
SA-R00068,08EL,Escalator,Elevator,no,766.7,227515.31,79,0.01
SA-R00068,09BL,AAC blocks,Block,m2,121.12,40.29,99,0.06
SA-R00068,10DO,UPVC door,Doors,no,680.24,1175.32,91,0.02
SA-R00069,01PL,Grey water pipe,Plumbing,no,14329.29,106.5,80,0.05
SA-R00069,02DO,Sliding door,Doors,no,10573.8,1074.08,96,0.02
SA-R00069,03EL,Wire 4mm,Electrical,no,3931.02,78.24,81,0.05
SA-R00069,04EL,Escalator,Elevator,no,5277.72,220413.83,83,0.01
SA-R00069,05BL,Hollow concrete blocks 10cm,Block,m2,8465.31,37.96,77,0.06
SA-R00069,06WA,Water stop,Waterproofing,m2,11162.62,48.16,98,0.08
SA-R00069,07EA,Soil compaction,EarthWork,m3,9153.35,21.81,90,0.05
SA-R00069,08FI,Sprinkler head,FireFighting,no,3223.22,310.61,91,0.03
SA-R00069,09PL,Cement plaster internal,Plaster,m2,11661.38,25.9,97,0.1
SA-R00069,10PA,Textured paint,Paint,m2,3125.18,15.17,75,0.1
SA-R00070,01DO,Wooden door,Doors,no,15179.73,885.36,80,0.02
SA-R00070,02MA,Granite flooring,Marble,m2,7484.34,131.55,84,0.08
SA-R00070,03EL,Cable tray,Electrical,no,13727.78,66.3,75,0.05
SA-R00070,04CE,Ceramic tiles 40x40,Ceramic,m2,8498.12,48.95,82,0.1
SA-R00070,05PA,Emulsion paint internal,Paint,m2,9618.88,14.59,90,0.1
SA-R00070,06WA,Liquid membrane,Waterproofing,m2,12278.88,41.77,88,0.08
SA-R00070,07HV,Exhaust fan,HVAC,no,8707.31,1922.61,94,0.03
SA-R00071,01WA,Liquid membrane,Waterproofing,m2,490.4,44.24,86,0.08
SA-R00071,02EL,MCB,Electrical,no,1293.09,72.24,75,0.05
SA-R00071,03PL,Pump set,Plumbing,no,1500.15,100.39,90,0.05
SA-R00071,04EL,Passenger elevator 10 stop,Elevator,no,1945.3,192411.59,95,0.01
SA-R00071,05MA,Marble cladding,Marble,m2,566.3,147.7,91,0.08
SA-R00071,06WI,Curtain wall,Windows,m2,372.32,593,94,0.05
SA-R00071,07FI,Fire alarm panel,FireFighting,no,481.01,277,94,0.03
SA-R00071,08DO,Fire rated door,Doors,no,1134,981.21,84,0.02
SA-R00071,09PL,Cement plaster external,Plaster,m2,1826.17,24.37,87,0.1
SA-R00071,10PA,Textured paint,Paint,m2,1036.5,14.77,91,0.1
SA-R00071,11BL,Hollow concrete blocks 10cm,Block,m2,1263.91,35.85,98,0.06
SA-R00072,01WA,Water stop,Waterproofing,m2,19307.84,55.65,80,0.08
SA-R00072,02CE,Porcelain tiles 60x60,Ceramic,m2,22181.24,63.81,97,0.1
SA-R00072,03BL,Concrete bricks,Block,m2,12944.21,39.18,77,0.06
SA-R00072,04PL,PVC pipe 110mm,Plumbing,no,6939.22,124.33,92,0.05
SA-R00072,05EA,Soil compaction,EarthWork,m3,12577.87,25.56,79,0.05
SA-R00072,06CO,Plain concrete (PC),Concrete,m3,13048.93,449.81,91,0.05
SA-R00072,07EL,Passenger elevator 10 stop,Elevator,no,9287.53,250762.24,91,0.01
SA-R00072,08WI,Aluminum window sliding,Windows,m2,29168.1,719.52,93,0.05
SA-R00072,09EL,Earthing system,Electrical,no,24772.08,82.59,78,0.05
SA-R00073,01EL,Passenger elevator 6 stop,Elevator,no,5768.07,223914.68,76,0.01
SA-R00073,02BL,Hollow concrete blocks 20cm,Block,m2,5038.57,36.59,78,0.06
SA-R00073,03PA,Oil paint external,Paint,m2,2553.3,16.69,82,0.1
SA-R00073,04RE,Tie wire,Reinforcement,ton,1086.77,3429.56,80,0.07
SA-R00073,05HV,Exhaust fan,HVAC,no,6489.42,2428.06,85,0.03
SA-R00074,01BL,Hollow concrete blocks 20cm,Block,m2,21662.04,34.11,88,0.06
SA-R00074,02CE,Ceramic tiles 40x40,Ceramic,m2,12692.68,50.9,81,0.1
SA-R00074,03MA,Marble cladding,Marble,m2,21861.47,149.37,81,0.08
SA-R00074,04WI,Aluminum window fixed,Windows,m2,25911.46,619.44,82,0.05
SA-R00074,05DO,Fire rated door,Doors,no,14016.51,980.18,94,0.02
SA-R00074,06EL,Earthing system,Electrical,no,21695.47,68.41,81,0.05
SA-R00074,07HV,Air handling unit,HVAC,no,17810.37,2089.53,98,0.03
SA-R00074,08FI,Fire alarm panel,FireFighting,no,26806.68,281.78,95,0.03
SA-R00074,09PL,Water heater,Plumbing,no,28270.46,99.11,90,0.05
SA-R00074,10PA,Oil paint external,Paint,m2,13373.43,15.34,94,0.1
SA-R00075,01CE,Ceramic tiles 40x40,Ceramic,m2,1841.8,57.37,81,0.1
SA-R00075,02PL,Grey water pipe,Plumbing,no,3047.06,95.59,99,0.05
SA-R00075,03PA,Emulsion paint internal,Paint,m2,1339.94,17.4,86,0.1
SA-R00075,04WA,Bitumen waterproofing,Waterproofing,m2,5288.27,49.38,99,0.08
SA-R00075,05EL,Cable tray,Electrical,no,3306.24,76.51,83,0.05
SA-R00075,06DO,Fire rated door,Doors,no,5133.83,1067.35,97,0.02
SA-R00075,07HV,Diffuser,HVAC,no,1485.7,2232.37,88,0.03
SA-R00075,08CO,Reinforced concrete (RC) foundations,Concrete,m3,1615.25,419.86,79,0.05
SA-R00076,01FI,Fire hose cabinet,FireFighting,no,9522.35,333.23,75,0.03
SA-R00076,02EA,Trench excavation,EarthWork,m3,15667.62,22.22,82,0.05
SA-R00076,03CO,RC stairs,Concrete,m3,36805.5,439.82,87,0.05
SA-R00076,04EL,Passenger elevator 6 stop,Elevator,no,17454.83,223364.82,77,0.01
SA-R00076,05EL,Wire 4mm,Electrical,no,18613.33,77.18,79,0.05
SA-R00076,06BL,AAC blocks,Block,m2,29049.51,40.08,98,0.06
SA-R00076,07DO,Sliding door,Doors,no,16956.47,1167.05,90,0.02
SA-R00076,08PA,Oil paint external,Paint,m2,41362.03,16.95,83,0.1
SA-R00077,01WI,Curtain wall,Windows,m2,2737.18,700.33,90,0.05
SA-R00077,02EA,Excavation for foundations,EarthWork,m3,2615.26,22.24,99,0.05
SA-R00077,03WA,Bitumen waterproofing,Waterproofing,m2,11716.64,51.54,88,0.08
SA-R00077,04CO,RC shear walls,Concrete,m3,2694.03,414.32,97,0.05
SA-R00077,05RE,Tie wire,Reinforcement,ton,6418.47,3509.9,84,0.07
SA-R00077,06DO,Sliding door,Doors,no,11250.43,1140.02,89,0.02
SA-R00077,07FI,Sprinkler head,FireFighting,no,5163.19,325.73,99,0.03
SA-R00078,01PL,Gypsum plaster,Plaster,m2,5813.59,26.91,96,0.1
SA-R00078,02CE,Skirting,Ceramic,m2,1614.04,58.94,96,0.1
SA-R00078,03CO,RC columns,Concrete,m3,2391.77,431.26,97,0.05
SA-R00078,04RE,Steel reinforcement 40ksi,Reinforcement,ton,1308.51,3313.85,80,0.07
SA-R00078,05HV,Diffuser,HVAC,no,919.63,2394.86,87,0.03
SA-R00078,06FI,Smoke detector,FireFighting,no,4048.38,330.74,83,0.03
SA-R00078,07EL,Passenger elevator 6 stop,Elevator,no,3209.96,222867.24,84,0.01
SA-R00078,08MA,Granite countertop,Marble,m2,5269.59,175.2,82,0.08
SA-R00078,09PL,Pump set,Plumbing,no,4540.89,113.89,81,0.05
SA-R00078,10BL,AAC blocks,Block,m2,884.79,37.82,93,0.06
SA-R00078,11EA,Soil compaction,EarthWork,m3,3228.22,22.67,81,0.05
SA-R00079,01HV,Diffuser,HVAC,no,5300.6,2372.44,89,0.03
SA-R00079,02EA,Trench excavation,EarthWork,m3,5593.98,24.58,95,0.05
SA-R00079,03PA,Textured paint,Paint,m2,2210.07,16.39,84,0.1
SA-R00079,04CE,Ceramic tiles 40x40,Ceramic,m2,5543.97,64.37,81,0.1
SA-R00079,05EL,Wire 4mm,Electrical,no,7101.96,80.16,81,0.05
SA-R00079,06MA,Granite flooring,Marble,m2,4005.65,179.79,83,0.08
